complaint_id,title,description,department,priority,severity_score,fraud_score,is_duplicate,latitude,longitude,status,created_at
C02598,Waterlogging,Waterlogging. Brother our particularly note close cup better tax born plan.,Drainage,Critical,81,82,False,17.42422267,78.37508559,Closed,2026-05-26 08:52:51
C02599,Waterlogging,Waterlogging. Allow suddenly according expert wide statement service hot view low.,Drainage,Medium,33,62,False,17.42187403,78.3989833,Resolved,2025-09-23 08:52:51
C02600,Illegal parking,Illegal parking. Especially thus energy short question left market charge say this hot north food well.,Traffic,Low,22,15,False,17.49204292,78.3778932,Resolved,2025-06-15 08:52:51
C02601,Illegal parking,Illegal parking. A glass watch will several picture station rich you never choice message fact involve investment cover.,Traffic,Medium,28,17,False,17.24463908,78.56357228,Pending,2026-02-13 08:52:51
C02602,Street light not working,Street light not working. Foot fire father see hot stop activity.,Electrical,High,73,43,False,17.38013219,78.56649192,Resolved,2026-01-30 08:52:51
C02603,Garbage not collected,Garbage not collected. Sea experience forget inside check decide quickly between tell return how laugh hot.,Sanitation,Low,13,46,False,17.3272531,78.56116961,Resolved,2025-07-19 08:52:51
C02604,Garbage not collected,Garbage not collected. Race there fire support beat agent person catch book reach investment high behind produce.,Sanitation,Medium,40,51,False,17.3515322,78.41686086,Resolved,2026-01-24 08:52:51
C02605,No water supply,No water supply. Cell rich drive capital none both pressure all ground drug miss father.,Water Supply,High,52,24,False,17.45827836,78.42457789,Pending,2025-09-23 08:52:51
C02606,Pipeline burst,Pipeline burst. Kitchen such cup news movie take market chair will town little fire.,Water Supply,Medium,42,42,False,17.36745529,78.35357687,Assigned,2025-10-27 08:52:51
C02607,Street light not working,Street light not working. I when concern soldier degree success law project dog face describe seat away.,Electrical,Medium,29,76,False,17.46388817,78.55589721,In Progress,2026-01-26 08:52:51
C02608,Broken bench,Broken bench. Truth food lead president prepare claim mother.,Parks,Medium,39,38,False,17.39128215,78.45376754,Closed,2025-11-03 08:52:51
C02609,Traffic congestion,Traffic congestion. Career television commercial will may get green without hour ok.,Traffic,Medium,41,19,False,17.34212824,78.42213642,Pending,2025-08-02 08:52:51
C02610,Road crack,Road crack. Week reveal value people teacher so experience first step world crime into note food prepare hundred.,Roads,Medium,35,30,False,17.4805338,78.60052213,In Progress,2025-06-23 08:52:51
C02611,Power outage,Power outage. Include see fear onto left forward rock four contain treat herself them early left gas.,Electrical,Medium,35,47,False,17.43271596,78.43858851,Resolved,2025-06-05 08:52:51
C02612,Drain blockage,Drain blockage. Subject box response they their tend easy where item bad mission chance anything population see.,Drainage,Medium,32,72,False,17.32110913,78.38020083,Closed,2025-12-24 08:52:51
C02613,Unsafe area,Unsafe area. Local turn which serious traditional end evidence full official another major best.,Public Safety,Critical,81,69,False,17.26461367,78.60510379,Pending,2026-04-14 08:52:51
C02614,Garbage not collected,Garbage not collected. Door your throw form recent meeting just both land bring decide.,Sanitation,Medium,31,15,False,17.23622915,78.4523682,Assigned,2025-09-22 08:52:51
C02615,Power outage,Power outage. Loss own at bed attorney want nor.,Electrical,High,65,18,False,17.46230163,78.34564849,Resolved,2025-10-15 08:52:51
C02616,Damaged playground,Damaged playground. Away suffer answer economy if discuss beyond owner several company.,Parks,High,70,78,False,17.31541338,78.39969421,Assigned,2026-03-13 08:52:51
C02617,Park maintenance issue,Park maintenance issue. Run behind director result poor former according each this news.,Parks,Critical,100,18,False,17.38022556,78.59018425,Pending,2025-11-09 08:52:51
C02618,Waterlogging,Waterlogging. Popular because boy stop eye later approach.,Drainage,Critical,90,79,False,17.42897902,78.49779985,Closed,2025-06-13 08:52:51
C02619,Public nuisance,Public nuisance. Answer behind music shoulder me able offer everyone thing.,Public Safety,High,69,97,False,17.42878416,78.50129523,Pending,2026-04-23 08:52:51
C02620,Damaged playground,Damaged playground. Despite change although evening poor medical value method out.,Parks,Medium,46,46,False,17.26859158,78.50844942,Assigned,2025-08-15 08:52:51
C02621,Trash accumulation,Trash accumulation. Individual learn enough answer commercial past floor hear wrong project hair enough well.,Sanitation,Medium,45,12,False,17.32937165,78.39020394,Closed,2026-04-29 08:52:51
C02622,Sewage overflow,Sewage overflow. More song capital forget project marriage him good fact.,Drainage,Medium,31,58,True,17.52612184,78.45070198,In Progress,2025-06-25 08:52:51
C02623,Traffic signal failure,Traffic signal failure. Still stock system evening owner film heart government year energy television father.,Traffic,High,73,52,False,17.47687002,78.53579384,Resolved,2026-05-29 08:52:51
C02624,Garbage not collected,Garbage not collected. Direction behavior mouth prove take east audience house other.,Sanitation,Critical,95,0,False,17.40081939,78.35454139,Pending,2025-08-14 08:52:51
C02625,Road crack,Road crack. Cold idea minute degree force go reduce.,Roads,High,80,85,False,17.50140178,78.44434376,Resolved,2026-05-07 08:52:51
C02626,Road crack,Road crack. Someone lead capital year write before available west.,Roads,Low,21,43,False,17.41511953,78.44593806,Closed,2025-07-19 08:52:51
C02627,Damaged playground,Damaged playground. Open must reason different production talk must could choose different company.,Parks,High,55,80,False,17.3234536,78.59342401,Closed,2025-06-16 08:52:51
C02628,Abandoned vehicle,Abandoned vehicle. Time claim seek issue mean recognize two radio.,Public Safety,Critical,95,25,False,17.41806476,78.56785188,Resolved,2025-09-13 08:52:51
C02629,Water leakage,Water leakage. Traditional and technology number shake senior will admit either age often.,Water Supply,Medium,43,67,False,17.24161911,78.56665189,Assigned,2026-05-09 08:52:51
C02630,Trash accumulation,Trash accumulation. Generation court behind movie second watch there occur.,Sanitation,High,61,61,False,17.28420581,78.44215851,Assigned,2026-02-02 08:52:51
C02631,Garbage not collected,Garbage not collected. Next can message relationship about animal more sing professor study eat who trip.,Sanitation,Low,11,76,False,17.42951065,78.3820512,Pending,2025-09-23 08:52:51
C02632,Damaged playground,Damaged playground. Check box establish quality movement also left cut relationship.,Parks,High,82,0,True,17.32282307,78.57868588,Closed,2026-05-23 08:52:51
C02633,Public nuisance,Public nuisance. Inside sound certain style seem mean assume significant pass explain send color owner federal.,Public Safety,Low,12,27,False,17.49967833,78.39294785,Pending,2025-08-19 08:52:51
C02634,Drain blockage,Drain blockage. Game bar indicate wide take mother wrong smile apply seem.,Drainage,High,72,28,False,17.41077683,78.38837331,Pending,2025-12-09 08:52:51
C02635,Unsafe area,Unsafe area. His soon apply perhaps this plan team anyone.,Public Safety,Medium,34,54,False,17.28031616,78.55251569,Resolved,2026-04-25 08:52:51
C02636,Waterlogging,Waterlogging. Growth though none bring owner edge both impact there true back simply.,Drainage,Critical,81,73,False,17.44934647,78.39184984,Closed,2026-02-10 08:52:51
C02637,Broken bench,Broken bench. Spring girl total future guy reveal animal investment still season.,Parks,Medium,30,92,False,17.52960378,78.3890695,In Progress,2025-07-16 08:52:51
C02638,Pipeline burst,Pipeline burst. Office our get I building response create war need arrive first.,Water Supply,Medium,38,84,False,17.36290471,78.52866452,Assigned,2026-05-31 08:52:51
C02639,Broken bench,Broken bench. Owner than miss job training network final food its company to need job interesting class happen.,Parks,Medium,36,72,True,17.45505691,78.6363343,Pending,2025-09-16 08:52:51
C02640,Waterlogging,Waterlogging. Attention defense three example hot near help building close maintain less thus positive picture security form.,Drainage,Low,16,38,False,17.40635616,78.36896282,Resolved,2025-10-23 08:52:51
C02641,Garbage not collected,Garbage not collected. Process test happen leader age grow level friend concern offer teacher.,Sanitation,High,81,97,True,17.29176058,78.54496838,Resolved,2025-11-11 08:52:51
C02642,Unsafe area,Unsafe area. Region hit water raise decade save age own standard organization hear teach.,Public Safety,Medium,42,28,False,17.50649775,78.45233649,In Progress,2025-11-24 08:52:51
C02643,Pipeline burst,Pipeline burst. I him hope him accept TV history better poor seat own woman beyond store step.,Water Supply,Low,25,5,False,17.49054162,78.35720652,Pending,2025-06-23 08:52:51
C02644,Park maintenance issue,Park maintenance issue. Specific situation send camera teach experience number.,Parks,High,93,47,False,17.3779994,78.53485281,Pending,2025-12-15 08:52:51
C02645,Water leakage,Water leakage. News source report people now American work fish forward oil contain other not.,Water Supply,Medium,42,78,False,17.50139822,78.49211302,Closed,2026-02-26 08:52:51
C02646,Abandoned vehicle,Abandoned vehicle. Rock science subject sing mission major save least imagine.,Public Safety,High,61,18,False,17.43473178,78.4703784,Assigned,2025-09-03 08:52:51
C02647,Illegal parking,Illegal parking. Now nor product yard listen realize nothing share only drive former.,Traffic,High,84,57,False,17.24008948,78.41219026,Closed,2025-08-16 08:52:51
C02648,Power outage,Power outage. Serious law base writer treatment least particularly trip many late us anything war place.,Electrical,Critical,86,84,False,17.36565528,78.41363541,In Progress,2025-12-08 08:52:51
C02649,Unsafe area,Unsafe area. Now research approach behavior health produce traditional blue visit or son foot star majority.,Public Safety,High,57,85,False,17.3325654,78.50480579,Assigned,2025-11-20 08:52:51
C02650,Unsafe area,Unsafe area. Serious improve computer nor type wear six picture him possible century green store manager spend.,Public Safety,High,76,82,True,17.27211845,78.36791467,Assigned,2026-04-22 08:52:51
C02651,Sewage overflow,Sewage overflow. Subject sign future history plan leader perform simply writer travel admit glass stuff more step.,Drainage,High,66,21,False,17.47598138,78.51777227,In Progress,2026-03-13 08:52:51
C02652,Waterlogging,Waterlogging. And behind answer baby quality main skill a rock future left.,Drainage,Low,14,65,True,17.27367745,78.62601821,Resolved,2026-03-01 08:52:51
C02653,Damaged pavement,Damaged pavement. Much mention front go goal push than purpose.,Roads,Low,5,44,False,17.39712225,78.60471279,Closed,2025-11-16 08:52:51
C02654,Traffic congestion,Traffic congestion. Make industry school idea you our we goal establish.,Traffic,Low,1,46,False,17.36820955,78.36855895,In Progress,2025-08-29 08:52:51
C02655,No water supply,No water supply. Sure she with garden road cover several hotel develop.,Water Supply,Medium,27,22,False,17.35670258,78.62668855,Resolved,2025-06-09 08:52:51
C02656,Waterlogging,Waterlogging. Wide peace thought avoid look drop arrive your analysis deal thank fill cut new.,Drainage,Low,19,53,True,17.3348063,78.41139009,Assigned,2025-12-11 08:52:51
C02657,Power outage,Power outage. No street on peace account lay explain board contain story team eye on.,Electrical,High,57,76,False,17.28506415,78.38943206,Closed,2026-02-19 08:52:51
C02658,Pipeline burst,Pipeline burst. Not player authority difference have month agreement whole ahead market main future.,Water Supply,Low,25,57,False,17.46059215,78.45413555,Assigned,2025-11-03 08:52:51
C02659,Illegal parking,Illegal parking. By picture from beat wear maybe true you part staff training.,Traffic,High,59,78,False,17.45636337,78.42304083,In Progress,2026-03-10 08:52:51
C02660,Pipeline burst,Pipeline burst. Might carry work series maybe raise interview approach table likely defense argue later floor single senior.,Water Supply,Low,24,87,False,17.51714926,78.36486644,Closed,2025-09-11 08:52:51
C02661,Loose electric wire,Loose electric wire. Century strong smile minute spend answer modern break wall buy would court interesting.,Electrical,Low,16,29,False,17.35909049,78.50186811,In Progress,2025-08-04 08:52:51
C02662,No water supply,No water supply. Run work require camera mission enjoy certain draw reflect better why.,Water Supply,Medium,36,41,False,17.32314735,78.59489606,Assigned,2025-06-12 08:52:51
